,0
46205,"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models"
46206,"Apple Watch to Feature Time-Only 'Power Reserve' Mode, Prototypes Disguised as Samsung Watches"
46207,"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls"
46208,TBS speeds up Seinfeld a full 7.5 percent - here is the proof
46209,ISIS executioner 'Jihadi John' identified as Mohammed Emwazi
46210,Libya: Missing Libya Planes Spark Security Concerns
46211,Obama: murder of James Foley 'shocks the conscience of the entire world'
46212,"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats"
46213,WHO: Isis does not have Ebola – but contingency plan being developed for Iraq
46214,‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot
46215,Catholic Priest Claims God Is Female After Clinically Dead Experience
46216,Nigerians doubtful of girls' release after Boko Haram 'truce' breached
46217,North Korea denies reports Kim Jong-un is to open state-backed restaurant in Scotland
46218,"Apple Watch users will need to recharge nightly, company still working to improve uptime before launch"
46219,ISIS Seemingly Beheaded American Journalist James Wright Foley
46220,Google Said to Buy Redwood City Offices for $585 Million
46221,Nigeria announces truce with Boko Haram; fate of schoolgirls unclear
46222,Ottawa shooting: Slain soldier named as Nathan Cirillo while suspect identified as Michael Zehaf-Bibeau
46223,High school student scores $72M playing the stock market
46224,Report: A Radically Redesigned 12-Inch MacBook Air Is Coming
46225,The Guy Who Said a Spider Burrowed Under His Skin? Experts Say…
46226,Abdel-Majed Abdel Bary in Foley beheading: London rapper songs help identify him
46227,"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit"""
46228,Spurned wife leaves cheating husband and twin naked in busy car park
46229,Hospital: Man not being treated for Ebola in Kansas City
46230,Spider burrowed through tourist's stomach and up into his chest
46231,Purported ISIS claim: Jordan airstrike kills female US hostage
46232,Elderly Woman Arrested for Kidnapping Neighbor’s Cats & Making Fur Coats
46233,'Hairgate': iPhone 6 users encounter latest Apple problem after 'bendgate'
46234,Mexico Student Massacre Update: More Graves Discovered At Murder Site
46235,Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola
46236,"Dead for 48 minutes, this Catholic Priest claims God is female"
46237,"Islamic State Militants Have Been Flying 3 Captured Warplanes Over Syrian Airport, Witnesses Say"
46238,Is Durex Planning To Release A Pumpkin Spice Condom?
46239,"This boy nearly died, now he has a superpower like Marvel’s Magneto"
46240,Macaulay Culkin Dead?
46241,'Sex attacker' has penis cut off with a cleaver in India
46242,Canadian-Israeli Woman May Have Been Captured In Syria: Reports
46243,A Man Says Comcast Called His Boss And Got Him Fired After He Complained About Its Service
46244,This Is a Truly Horrifying Story About a Spider
46245,"Soon Marijuana May Lead to Ticket, Not Arrest, in New York"
46246,"No, Banksy hasn’t been arrested"
46247,WHO: Isis does not have Ebola – but contingency plan being developed for Iraq
46248,Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery
46249,Elderly Woman Arrested for Kidnapping Neighbor's Cats & Making Fur Coats
46250,"Islamic State Training Pilots in Military Jets, Monitors Say"
46251,Lebanon 'holding IS leader's daughter and ex-wife'
46252,ISIS fighters ‘have contracted Ebola’
46253,Dog found abandoned outside railway station with suitcase of his belongings
46254,ISIS Seemingly Beheaded American Journalist James Wright Foley
46255,"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim"
46256,Strange mark turns out to be tropical spider burrowing under vacationer's skin
46257,Homeless man receives $100... then shocks everyone with how he spends it
46258,"BREAKING NEWS: Female American aid worker, 26, held hostage by ISIS for 18 months has been 'killed in Jordanian air strike'"
46259,CNN Plays Alleged Audiotape of Michael Brown ShootingMilitarization Of Police
46260,Durex is not confirming or denying rumors of a “pumpkin spice” condom
46261,Meet the X-BOY: Electric shock turns kid into MAGNETO
46262,Homeless man receives $100... then shocks everyone with how he spends it
46263,Obama: murder of James Foley 'shocks the conscience of the entire world'
46264,Insurgents killed in Nigeria despite alleged truce with Boko Haram
46265,Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’
46266,Magic Mushrooms Found in Queen Elizabeth's Garden at Buckingham Palace
46267,Original Apple Watch Health Features Were Dropped Due to Consistency Issues
46268,Report: ISIS Leader Abu Bakr Al-Baghdadi Assassinated In U.S. Airstrike
46269,"Suspected meteorite leaves crater in Managua, is linked to asteroid"
46270,WAS NBC METEOROLOGIST MIKE SEIDEL PEEING IN THE SNOW ON CAMERA? A TESTY BRIAN WILLIAMS EXPLAINS
46271,Report: Possible audio tape of Michael Brown shooting
46272,6 Islamist militants killed in US attack in Somalia
46273,Government fires employee who skipped work for 24 years
46274,Islamic State reports youngest jihadist 'martyred' in battle
46275,Kanye Banned
46276,"Boko Haram denies cease-fire, leader says he married off kidnapped girls"
46277,"Meteorite makes big crater in Nicaragua, government says"
46278,"Gill Rosenberg, Canadian-Israeli Woman Feared Kidnapped By ISIS, Says She's Safe"
46279,Indian worker sacked after going on leave for 24 years
46280,Samsung is reportedly making a secret new chip in the Apple Watch
46281,US Lawmaker: Ten ISIS Fighters Have Been Apprehended Coming Across Southern Border (Video)
46282,"At CBS Detroit, Fan Site 'Scuttlebutt' Is Enough to Publish Batmobile Rumor"
46283,Michael Phelps' self-proclaimed girlfriend says she was born a BOY and reveals 'amazing' sex with Olympian
46284,'Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London
46285,"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater"
46286,Islamic State Declares Captured Aid Worker to be 'Innocent'
46287,US drones hunt Isis leader in Syria
46288,11 jetliners 'missing' after Islamist takeover of airport
46289,Google Grows With $1.6 Billion in California Office Deals
46290,"Kevin Vickers, Sergeant-At-Arms, Shoots a Shooting Suspect in Ottawa; Called a ‘Hero’"
46291,Satirical news site attacks China’s weird English names
46292,Cold Turkey
46293,FBI Probing Alleged Audio of Michael Brown Shooting
46294,David Haines beheading video confirmed genuine; UK PM Cameron vows to hunt down ISIS 'monsters'
46295,"Insiders Claim Steel Apple Watch to Start at $500, Gold at $4,000"
46296,Macaulay Culkin Hasn’t Died Despite What Everyone Is Saying On Facebook
46297,"White House Fence-Jumper Overpowered Secret Service Officer, Ran Through Much of Main Floor"
46298,ISIS Getting Ebola
46299,Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES)
46300,[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel
46301,Report: Nearly a Dozen Commercial Airliners Missing Ahead of 9/11 Anniversary After Islamists Overrun Libyan Airport
46302,Killing in the name of! Kim Jong-un launches attack on others named 'Kim Jong-un'
46303,Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement
46304,Former PGA Tour player: Tiger Woods suspended for drug test failure
46305,CBS News Names Canadian Parliament Shooting Suspect
46306,Kurds Deny Gill Rosenberg was in Kobane
46307,Update: Did Boston.com Make Up This Story About The Web Sheriff Ben Edelman Sending Racist Emails?
46308,Batmobile Stolen From 'Batman V Superman: Dawn Of Justice' Set? Report Claims That One Of The Batmobile Models Is Missing! Detroit Locals Responsible?
46309,North Korean leader Kim Jong-un to open restaurant in Scotland
46310,American Predator Drone Circling Islamic State’s Stronghold
46311,White House fence-jumper made it far deeper into building than previously known
46312,Dylan Thomas Finds Tropical Spider Burrowed Under Skin
46313,'Jihadi John' named as Mohammed Emwazi from London
46314,KIM JONG-UN NECKS SNAKE WINE FOR VIRILITY
46315,Newly Discovered Mass Grave Linked to Missing Mexican Students
46316,"UK spies identify Foley’s killer, Abdel-Majed Abdel Bary a key suspect"
46317,IS using scorpion bombs to terrify Iraqi civilians
46318,Watch: US marine survives Taliban sniper headshot in Afghanistan
46319,"Woman, Ting Su, Finds Husband Cheating With Her Own Twin, Gets Spectacular Revenge"
46320,Sugarhill Gang Rapper Big Bank Hank Dies at 57
46321,Utah Man Hospitalized After Winning Eggnog Chugging Contest
46322,More American Weapons for ISIS
46323,"In New York City, Marijuana May Mean Ticket, Not Arrest"
46324,REPORT: JETLINERS STOLEN FROM LIBYA COULD BE USED TO ATTACK U.S. ON 9/11
46325,"Ann Arbor pizza delivery driver surprised with $2,000 tip"
46326,"Batmobile stolen in Detroit? Good one, joker!"
46327,"No, a bird didn't poop on Vladimir Putin"
46328,Two GOP Congressmen Say Suspected Terrorists Caught Crossing U.S.–Mexico Border
46329,New York City Plans to End Arrests for Possession of Small Amounts of Marijuana
46330,Kim Jong-Un 'bans the name Kim Jong-un'
46331,"Soldier, Gunman Killed In Shooting Incident Near Canadian Parliament"
46332,Chugging eggnog sends Utah man to hospital
46333,"This boy nearly died, now he has a superpower like Marvel’s Magneto"
46334,Did NBC Nightly News Go Live To A Man Who Was Taking A Piss?
46335,Homeland Security: No ISIL fighters on U.S. border
46336,Terrorism fears rise amid reports of stolen jetliners
46337,Canadian official identifies dead Ottawa gunman as Michael Zehaf-Bibeau
46338,BREAKING: ISIS Beheads American Journalist James Wright Foley
46339,Seth Rogen to Play Apple Co-Founder Wozniak in Steve Jobs Biopic
46340,"Macaulay Culkin Dead? Hoax Goes Viral, Claims Actor Found Dead in Apartment"
46341,Isis tells mother on rescue mission :’You’ve just eaten your son’
46342,"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey"
46343,SEE IT: California homeless man uses $100 gift to give food to others
46344,Vogue's new digs are reportedly swarming with rats
46345,Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES)
46346,New Audio Reveals Pause in Gunfire When Michael Brown Was Shot: Attorney
46347,Woman Dumped by Boyfriend Spends Entire Week Mourning at KFC
46348,Kim Jong-Un's sister reportedly running N. Korea
46349,Report: Secret Service Lied About White House Fence Jumper
46350,KC hospital: Patient does not have symptom profile of Ebola
46351,"Macaulay Culkin NOT Dead: Facebook, Twitter Death Hoax Goes Viral"
46352,Obama administration DENIES congressman's claim that 'at least ten ISIS fighters have been caught coming across the Mexican border in Texas'
46353,Setting the record straight on tor
46354,"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]"
46355,"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit"""
46356,Apple Watch battery will require nightly charging
46357,"Nigeria's missing girls 'to be released by Boko Haram', government aide claims"
46358,Strange mark turns out to be tropical spider burrowing under vacationer's skin
46359,Moment U.S. Marine is saved by his Kevlar helmet as Taliban sniper bullet hits him in head
46360,British rapper a suspect in ISIS beheading
46361,ISIS Fighters Getting Caught Coming Across the U.S.-Mexican Border?
46362,MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings
46363,Someone painted a graffiti dick on a $2.5 million car
46364,Report: Amazon to Launch Ad-Supported Streaming Service
46365,Militant Group Says It Killed American Journalist in Syria
46366,Former PGA Tour player: Tiger Woods suspended for drug test failure
46367,Ebola Outbreak 2015 Update: ISIS Fighters May Have Contracted Deadly Virus
46368,"If you really believed Colorado KFCs were selling pot, here’s a reality check"
46369,"Rumor: Apple Watch to feature 512MB of RAM, 4GB of storage"
46370,Report: Tom Brokaw Wants Brian Williams Fired
46371,"BREAKING: Islamic State, in video, beheads American journalist James Wright Foley who was kidnapped in 2012 -@BNONews"
46372,ISIL video claims beheading of kidnapped journalist James Foley
46373,"No, there aren’t any Ebola cases in Iraq"
46374,Hope Fades for Girls' Release After Boko Haram 'Truce' Breached
46375,A Wanted Man Responded To A Police Facebook Post That He Would Turn Himself In
46376,Video Purports To Show Beheading Of U.S. Journalist By Militants
46377,"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air"
46378,Ottawa investigates reports that Isis has captured Canadian-Israeli woman
